Target_genes	YAP1|Average	SRX5718139|293	SRX5718140|293	SRX2858139|BEL-7402	SRX2858140|BEL-7402	SRX2858141|BEL-7402	SRX731134|CC-LP-1	SRX731139|CC-LP-1	SRX757325|H2052	SRX757326|H2052	SRX2558410|HBMEC	SRX2558412|HBMEC	SRX2844314|hESC_H1	SRX2844315|hESC_H1	SRX1011294|HuCCT1	SRX1011297|HuCCT1	SRX1038944|IMR-90	SRX1038945|IMR-90	SRX3401274|MCF-7	SRX5287688|MCF-7	SRX5287689|MCF-7	SRX5287705|MCF-7	SRX5287708|MCF-7	SRX4213898|MCF_10A	SRX4213899|MCF_10A	SRX883576|MDA-MB-231	SRX883577|MDA-MB-231	SRX1004562|MSTO-211H	SRX8400470|NCI-H1299	SRX8400471|NCI-H1299	SRX731141|NCI-H69	SRX731142|NCI-H69	SRX530920|OVCAR-5	SRX5887611|PC-9	SRX5887614|PC-9	SRX5887618|PC-9	SRX5887621|PC-9	SRX716555|SF268	SRX716556|SF268	SRX5287694|T-47D	SRX5287695|T-47D	STRING
GPR39	151.300000	0	676	0	0	0	0	0	961	336	0	0	0	0	0	0	202	174	0	94	79	0	0	0	497	190	0	0	0	0	0	0	0	558	222	277	258	888	640	0	0	0
ALG10	150.700000	0	446	0	0	0	0	0	784	618	0	0	0	0	0	0	359	466	0	120	147	0	0	0	411	274	0	0	0	0	0	0	0	206	203	0	117	1062	631	184	0	0
NOCT	150.350000	0	773	0	0	0	0	0	1532	1462	0	0	0	0	0	0	298	491	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	258	261	146	263	285	0	0	0	0
KRTAP2-3	150.025000	0	355	0	0	0	0	0	1218	1299	0	0	0	0	0	0	571	682	0	0	0	0	0	0	178	346	256	0	0	0	0	0	0	108	0	0	0	660	328	0	0	0
GBA	149.800000	0	92	0	0	0	0	0	796	843	0	0	0	0	0	0	302	341	0	0	0	0	0	139	317	354	203	0	0	0	0	0	0	200	0	0	133	1296	976	0	0	0
HEPACAM	149.625000	0	0	0	0	0	0	0	1816	1591	0	0	0	0	0	0	898	1031	0	0	0	0	0	0	0	242	259	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0
RAI14	149.150000	0	488	0	0	0	0	0	1830	1626	0	0	0	0	0	0	0	196	0	0	0	0	0	0	100	144	0	0	0	0	0	0	0	357	293	210	171	161	140	158	92	0
KRTAP3-1	148.725000	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	939	904	271	359	0	0	0	0	0	0	0	0	0	0	234	142	0	0	0	0	1290	1091	0
NIPAL3	148.175000	0	0	0	0	0	0	0	1542	1244	0	0	0	0	0	0	643	1022	0	0	0	0	0	0	0	333	363	0	0	0	0	0	0	135	157	0	0	488	0	0	0	0
NNMT	147.975000	0	286	0	0	0	0	0	1475	1450	0	0	0	0	0	0	286	284	0	0	0	0	0	0	470	221	160	0	0	0	0	0	0	97	132	0	0	680	378	0	0	0
LMCD1	147.650000	0	0	0	0	0	0	0	187	248	0	0	0	0	0	0	157	256	737	543	804	224	276	0	113	0	0	0	0	0	0	0	0	183	239	0	0	0	0	1079	860	0
KRTAP4-9	147.200000	0	465	0	0	0	0	0	1392	1350	0	0	0	0	0	0	612	549	0	0	0	0	0	0	0	197	221	0	0	0	0	0	0	116	0	0	0	661	325	0	0	0
TJP2	145.450000	0	1372	0	0	0	0	0	801	867	0	0	0	0	0	0	256	409	153	0	0	0	0	0	0	243	154	0	0	0	0	0	0	134	0	0	0	716	437	175	101	0
PTX3	144.675000	0	0	0	0	0	0	0	1779	1882	0	0	0	0	0	0	565	478	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	582	286	0	0	0
NPPB	144.125000	0	101	0	0	0	0	0	1670	1802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1261	931	0	0	0
NPTN	143.650000	0	1233	0	0	0	0	0	1274	1082	0	0	0	0	0	0	240	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	200	96	233	616	222	0	0	0
DEAF1	143.450000	0	920	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	631	0	0	0	0	0	265	595	514	0	0	0	0	0	0	229	167	0	110	1021	563	362	212	0
C20orf141	142.950000	0	1307	0	0	0	0	0	1288	1288	0	0	0	0	0	0	191	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	168	0	0	700	249	0	0	0
DAW1	142.575000	0	0	0	0	0	0	0	1987	1749	0	0	0	0	0	0	440	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	133	0	0	499	180	0	0	0
MCC	142.375000	0	890	0	0	0	0	0	1362	1216	0	0	0	0	0	0	324	410	0	0	0	0	0	0	219	187	145	0	0	0	0	0	0	310	177	179	0	131	145	0	0	0
KISS1	141.100000	0	107	0	0	0	0	0	364	299	0	0	0	0	0	0	149	277	0	0	0	0	0	0	387	687	661	0	0	0	0	0	0	0	0	0	0	1455	1258	0	0	0
C1QTNF6	140.950000	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	547	821	2008	1015	417	0	0	0	0	0	0	0	0	0	0	340	193	0	0	0	0	0	174	0
PRSS22	140.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	896	1092	205	191	0	0	0	0	0	0	0	0	0	0	548	424	168	239	0	0	809	725	0
PYROXD2	139.525000	127	1526	0	0	0	0	0	708	229	0	0	0	0	0	0	85	136	0	320	236	0	0	0	174	108	0	0	0	0	0	0	0	297	153	0	156	355	205	484	282	0
LDB1	138.850000	0	910	0	0	0	0	0	627	375	0	0	0	0	0	0	0	231	649	93	0	0	0	0	0	216	146	0	0	0	0	0	0	0	0	0	0	803	229	784	491	0
SMAD7	138.700000	0	752	0	0	0	0	0	1411	1516	0	0	0	0	0	0	293	469	0	159	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	470	308	0	0	0
ZNF668	138.375000	0	361	0	0	0	0	0	1306	1062	0	0	0	0	0	0	280	417	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	755	528	194	309	128	0	0	0	0
POC1A	137.650000	0	993	0	0	0	0	0	169	0	0	0	0	0	0	0	144	220	0	274	365	0	0	0	459	176	188	0	0	0	0	0	0	602	344	214	353	155	161	423	266	0
MIEF2	137.275000	0	238	0	0	0	0	0	1531	1646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	235	0	0	0	0	0	0	347	237	187	208	394	177	0	0	0
CCN1	137.150000	122	858	0	0	0	0	0	281	254	0	0	0	0	0	0	0	0	164	200	252	0	0	0	887	390	216	0	0	0	0	0	0	0	0	0	0	569	535	403	355	0
AP1M1	136.700000	0	0	0	0	0	0	0	1694	1706	0	0	0	0	0	0	369	545	0	0	0	0	0	0	0	295	391	0	0	0	0	0	0	0	0	0	0	295	173	0	0	0
SMAD3	136.625000	0	1220	0	0	0	0	0	970	869	0	0	0	0	0	0	429	653	192	330	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	188	83	0
LOC100996750	136.575000	0	438	0	0	0	0	0	1470	1270	0	0	0	0	0	0	338	523	0	0	0	0	0	0	0	130	156	0	0	0	0	0	0	98	0	0	0	650	390	0	0	0
KRTAP4-7	136.575000	0	438	0	0	0	0	0	1470	1270	0	0	0	0	0	0	338	523	0	0	0	0	0	0	0	130	156	0	0	0	0	0	0	98	0	0	0	650	390	0	0	0
SH2D5	136.525000	0	564	0	0	0	0	0	1568	1572	0	0	0	0	0	0	367	447	0	0	0	0	0	0	183	0	106	0	0	0	0	0	0	170	0	0	0	297	187	0	0	0
FAM186A	136.525000	0	0	0	0	0	0	0	1089	939	0	0	0	0	0	0	187	179	383	0	0	0	0	0	0	459	465	0	0	0	0	0	0	0	0	0	0	809	410	234	307	0
CELSR3	136.350000	141	1214	0	0	0	0	0	351	0	0	0	0	0	0	0	0	172	0	348	293	0	0	0	450	311	148	0	0	0	0	0	0	250	225	111	256	300	473	230	181	0
DMKN	135.725000	142	1024	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	213	488	381	0	0	0	469	432	237	0	110	0	0	0	0	400	248	192	178	201	324	140	115	0
DHX30	135.425000	0	533	0	0	0	0	0	972	920	0	0	0	0	0	0	288	274	0	0	0	0	0	0	175	163	138	0	0	0	0	0	0	233	303	126	146	721	425	0	0	0
CCDC12	135.075000	0	998	0	0	0	0	0	1078	893	0	0	0	0	0	0	197	279	70	0	0	0	0	0	219	240	149	0	0	0	0	0	0	272	132	137	139	333	145	0	122	0
TBL1X	134.700000	0	236	0	0	0	0	0	1608	1563	0	0	0	0	0	0	314	451	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	109	0	0	0	439	230	182	115	0
PHACTR4	134.300000	0	1005	0	0	0	0	0	642	614	0	0	0	0	0	0	293	210	131	110	125	0	0	0	196	190	0	0	0	0	0	0	0	279	152	63	120	540	240	233	229	0
GTPBP4	133.600000	0	500	0	0	0	0	0	1545	1324	0	0	0	0	0	0	385	614	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	452	264	0	0	0
ITGB1	133.000000	100	1442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	573	0	0	0	594	181	0	0	0	0	0	0	0	391	322	167	171	0	179	389	299	0
ZNF106	132.750000	0	828	0	0	0	0	0	1461	1322	0	0	0	0	0	0	247	580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	271	0	198	116	0	0	0	0
C4BPB	132.650000	0	238	0	0	0	0	0	1571	1623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	214	0	0	0	0	0	0	237	132	0	0	729	384	0	0	0
MAP1B	132.225000	0	909	0	0	0	0	0	905	694	0	0	0	0	0	0	170	320	0	0	0	0	0	0	571	220	148	0	0	0	0	0	0	301	210	106	220	234	281	0	0	0
FLII	132.200000	0	212	0	0	0	0	0	1531	1646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	235	0	0	0	0	0	0	347	237	187	208	394	0	0	0	0
DIAPH3	131.075000	0	1198	0	0	0	0	0	773	558	0	0	0	0	0	0	253	427	0	0	0	0	0	0	102	201	392	0	0	0	0	0	0	255	102	144	94	204	79	278	183	0
TES	130.600000	0	404	0	0	0	0	0	775	877	0	0	0	0	0	0	168	262	0	0	0	0	0	0	300	168	0	0	0	0	0	0	0	461	264	221	214	725	385	0	0	0
TMEM265	130.100000	0	860	0	0	0	0	0	546	503	0	0	0	0	0	0	0	158	352	137	100	0	0	0	211	0	0	0	0	0	0	0	0	613	524	410	264	0	0	324	202	0
UNC13D	129.850000	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	510	433	0	0	0	281	213	0	0	0	0	0	0	0	399	289	229	347	0	0	1028	1026	0
ADAMTS12	129.450000	0	144	0	0	0	0	0	1381	1267	0	0	0	0	0	0	243	425	0	0	0	0	0	0	263	201	202	0	0	0	0	0	0	137	0	0	0	675	240	0	0	0
RNF43	128.625000	0	774	0	0	0	0	0	805	706	0	0	0	0	0	0	0	0	168	0	0	0	0	0	304	185	152	0	0	0	0	0	0	102	0	0	0	1011	619	319	0	0
MYL6	128.425000	94	651	0	0	0	0	0	415	300	0	0	0	0	0	0	0	225	268	338	495	0	0	0	174	496	301	0	0	0	0	0	0	114	0	111	0	405	288	279	183	0
SVOPL	128.000000	0	701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	623	774	864	0	0	0	0	0	0	0	0	0	0	0	0	381	279	132	186	0	0	746	434	0
CCDC84	127.800000	0	1045	0	0	0	0	0	907	805	0	0	0	0	0	0	0	136	130	0	135	0	0	0	0	0	0	0	0	0	0	0	0	184	197	112	155	707	384	90	125	0
ADAMTSL5	127.625000	0	784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	1483	852	0	0	161	0	0	0	0	0	0	0	0	254	191	0	118	0	0	160	885	0
ZFHX3	127.600000	0	452	0	0	0	0	0	657	732	0	0	0	0	0	0	195	364	321	0	0	0	0	0	190	380	372	0	0	0	0	0	0	0	0	0	0	932	399	110	0	0
DOCK9	127.425000	0	302	0	0	0	0	0	1847	1696	0	0	0	0	0	0	104	225	0	0	0	0	0	0	0	102	117	0	0	0	0	0	0	144	0	0	95	206	259	0	0	0
CSRNP1	126.900000	0	635	0	0	0	0	0	789	874	0	0	0	0	0	0	158	362	0	0	0	0	0	0	0	309	221	0	0	0	0	0	0	0	0	0	0	898	830	0	0	0
TMEM160	126.700000	0	1107	0	0	0	0	0	332	321	0	0	0	0	0	0	150	291	475	0	0	0	0	0	0	381	360	0	0	0	0	0	0	221	190	0	0	922	318	0	0	0
IL16	126.700000	0	348	0	0	0	0	0	1230	1294	0	0	0	0	0	0	0	90	353	0	0	0	0	0	1128	0	0	0	0	0	0	0	0	346	0	0	0	279	0	0	0	0
IFRD1	126.550000	0	722	0	0	0	0	0	405	410	0	0	0	0	0	0	0	107	266	141	193	0	0	0	304	0	0	0	0	0	0	0	146	823	543	313	224	298	167	0	0	0
RTN4	126.475000	0	419	0	0	0	0	0	1331	1334	0	0	0	0	0	0	275	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	163	0	135	496	198	182	0	0
KIF23	126.150000	0	1447	0	0	0	0	0	558	562	0	0	0	0	0	0	182	331	224	170	0	0	0	91	225	147	0	0	0	0	0	0	0	209	111	67	0	457	189	76	0	0
WDR74	125.900000	0	219	0	0	0	0	0	1094	1027	0	0	0	0	0	0	269	366	0	144	0	0	0	0	0	157	94	0	0	0	0	0	0	169	90	93	98	379	151	216	470	0
DAGLB	125.300000	0	354	0	0	0	0	0	510	386	0	0	0	0	0	0	0	0	436	0	149	0	0	0	827	167	0	0	0	0	0	0	121	387	420	174	357	349	272	103	0	0
PPP1R13L	125.275000	0	709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	640	555	172	0	0	0	300	179	0	0	0	0	0	0	298	221	120	317	367	296	353	353	0
CD3EAP	125.275000	0	709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	640	555	172	0	0	0	300	179	0	0	0	0	0	0	298	221	120	317	367	296	353	353	0
HRH1	125.150000	0	348	0	0	0	0	0	1172	1191	0	0	0	0	0	0	458	509	0	0	0	0	0	0	199	121	0	0	0	0	0	0	0	132	79	0	0	524	273	0	0	0
VTN	124.525000	0	138	0	0	0	0	0	1876	1800	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	125	0	0	0	0	0	0	0	401	446	0	0	0	0	0	0	0
RBBP5	123.800000	0	207	0	0	0	0	0	590	493	0	0	0	0	0	0	238	362	0	0	132	0	0	207	430	307	277	0	0	0	0	0	0	136	0	0	0	923	650	0	0	0
LSM14A	123.100000	0	104	0	0	0	0	0	156	0	0	0	0	0	0	0	0	129	591	511	472	0	246	0	131	0	0	0	0	0	0	0	0	153	332	71	106	129	0	986	807	0
MICALCL	123.050000	0	1285	0	0	0	0	0	883	803	0	0	0	0	0	0	219	294	0	0	0	0	0	0	183	138	167	0	0	0	0	0	0	115	93	0	87	429	226	0	0	0
TGIF2-RAB5IF	122.300000	346	1330	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	852	673	0	0	0	0	0	0	0	0	0	0	0	0	303	232	111	304	0	0	359	295	0
DTD2	122.275000	0	654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	803	527	352	159	504	197	71	0	0	0	0	0	0	0	122	0	0	0	0	0	134	858	510	0
CFAP54	122.100000	0	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	241	257	0	0	0	336	649	269	0	0	0	0	0	91	164	0	0	0	767	879	297	262	0
C1orf198	121.275000	0	1043	0	0	0	0	0	1147	905	0	0	0	0	0	0	389	697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	230	0	0	0
FGD3	119.175000	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1175	626	617	0	88	0	0	0	0	0	93	0	0	0	0	660	527	285	523	0	0	0	0	0
GRHL3	119.125000	0	787	0	0	0	0	0	762	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	838	186	0	0	0	0	0	0	0	170	102	0	85	813	512	0	0	0
COL21A1	118.800000	0	1408	0	0	0	0	0	289	310	0	0	0	0	0	0	109	257	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	268	290	0	194	159	0	743	588	0
LGALS8	118.550000	0	1599	0	0	0	0	0	0	153	0	0	0	0	0	0	230	360	0	219	0	0	0	0	0	0	123	0	0	0	0	0	0	323	159	135	114	224	134	555	414	0
DDX5	118.200000	0	586	0	0	0	0	0	253	207	0	0	0	0	0	0	0	0	0	269	410	0	0	0	279	0	0	0	0	0	0	0	0	698	485	331	341	208	292	145	224	0
LAMB2	117.300000	167	1240	0	0	0	0	0	315	187	0	0	0	0	0	0	131	244	0	154	142	0	0	0	157	245	114	0	0	0	0	0	0	205	0	73	126	592	443	157	0	0
MAP3K7CL	116.925000	0	313	0	0	0	0	0	1302	1146	0	0	0	0	0	0	367	634	0	0	0	0	0	0	0	106	141	0	0	0	0	0	0	103	0	0	0	382	183	0	0	0
JDP2	116.475000	0	578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	498	0	0	0	249	0	0	0	0	0	0	0	0	654	594	232	284	0	0	633	555	0
NINJ2	115.600000	0	796	0	0	0	0	0	312	219	0	0	0	0	0	0	0	0	479	412	430	117	145	0	403	0	0	0	0	0	0	0	0	186	0	0	0	0	0	649	476	0
NUF2	115.375000	0	185	0	0	0	0	0	317	141	0	0	0	0	0	0	143	268	0	0	97	0	0	248	387	328	230	0	0	0	0	0	0	385	117	0	0	808	826	135	0	0
LGALSL	114.900000	0	594	0	0	0	0	0	1351	1410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	332	244	0	164	314	0	0	0	0
POGZ	114.800000	0	964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	672	593	0	187	0	0	0	0	0	0	0	0	0	0	94	117	0	0	425	666	544	330	0
PLS1	114.450000	0	1211	0	0	0	0	0	435	656	0	0	0	0	0	0	0	281	171	154	0	0	0	0	71	0	129	0	0	0	0	0	0	305	183	111	128	165	142	222	214	0
FREM2	114.275000	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	576	707	777	0	0	0	0	0	0	0	0	0	0	0	0	224	105	0	0	0	0	1124	787	0
SCARB1	113.875000	0	801	0	0	0	0	0	1074	926	0	0	0	0	0	0	126	222	0	131	130	0	0	0	0	0	0	0	0	0	0	0	0	248	186	174	127	0	0	168	242	0
METTL25	113.025000	0	105	0	0	0	0	0	693	315	0	0	0	0	0	0	191	348	0	0	0	0	0	181	379	353	188	0	0	0	0	0	0	94	0	0	0	902	651	0	121	0
CCDC59	113.025000	0	105	0	0	0	0	0	693	315	0	0	0	0	0	0	191	348	0	0	0	0	0	181	379	353	188	0	0	0	0	0	0	94	0	0	0	902	651	0	121	0
SIRT4	112.600000	107	1081	0	0	0	0	0	328	311	0	0	0	0	0	0	85	170	0	444	432	0	0	0	0	198	129	0	0	0	0	0	0	154	0	0	0	196	0	515	354	0
SLC12A5	112.250000	0	535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	712	517	580	182	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	479	415	392	391	0
NCOA3	112.000000	0	295	0	0	0	0	0	295	232	0	0	0	0	0	0	0	0	675	275	300	0	0	0	220	143	92	0	0	0	0	0	0	415	299	127	137	500	344	131	0	0
KIFC3	111.850000	0	353	0	0	0	0	0	507	412	0	0	0	0	0	0	0	177	271	393	150	0	0	0	0	191	130	0	0	0	0	0	0	279	283	121	137	0	0	594	476	0
IGF2BP2	111.850000	0	381	0	0	0	0	0	1275	1007	0	0	0	0	0	0	348	671	0	0	0	0	0	0	75	0	141	0	0	0	0	0	0	223	0	0	0	353	0	0	0	0
SYNJ2	111.700000	133	1670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	155	0	0	0	532	136	0	0	0	85	0	0	0	211	0	0	0	279	517	313	188	0
CHST14	111.700000	0	181	0	0	0	0	0	333	321	0	0	0	0	0	0	0	0	576	200	0	0	0	0	0	0	0	0	0	0	0	0	0	450	149	147	213	667	568	400	263	0
ASPH	111.625000	0	347	0	0	0	0	0	1484	1320	0	0	0	0	0	0	447	739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0
DSTYK	111.325000	0	77	0	0	0	0	0	513	332	0	0	0	0	0	0	237	328	0	0	0	0	0	184	245	234	202	0	0	0	0	0	0	0	0	0	0	1126	975	0	0	0
CLCF1	111.200000	0	167	0	0	0	0	0	1274	917	0	0	0	0	0	0	177	362	0	0	0	0	0	0	197	172	133	0	0	0	0	0	0	185	229	111	0	320	204	0	0	0
ZBTB45	110.950000	0	401	0	0	0	0	0	570	240	0	0	0	0	0	0	161	286	0	89	0	0	0	125	369	431	293	0	0	0	0	0	0	201	137	0	0	573	562	0	0	0
SLC12A4	110.775000	263	1045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	578	0	0	0	0	0	0	0	0	197	170	0	99	653	241	421	279	0
ANXA3	110.550000	0	434	0	0	0	0	0	848	945	0	0	0	0	0	0	0	0	242	449	282	0	184	0	0	154	124	0	0	0	0	0	0	124	225	0	132	154	125	0	0	0
DPAGT1	110.525000	0	581	0	0	0	0	0	558	368	0	0	0	0	0	0	132	237	0	189	243	0	0	0	0	165	0	0	0	0	0	0	0	281	134	0	109	721	465	112	126	0
RNF207	110.500000	188	1109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	532	437	141	144	0	167	147	0	0	0	0	0	0	0	331	319	0	170	0	0	293	243	0
WIPI1	110.425000	0	422	0	0	0	0	0	624	511	0	0	0	0	0	0	0	0	0	481	570	0	0	0	0	0	0	0	0	0	0	0	0	362	260	0	187	276	138	311	275	0
STAT3	110.300000	0	422	0	0	0	0	0	700	392	0	0	0	0	0	0	214	252	0	0	0	0	0	163	246	210	125	0	0	0	0	0	0	85	97	0	0	883	623	0	0	0
MICA	110.300000	0	695	0	0	0	0	0	766	807	0	0	0	0	0	0	151	264	0	194	171	0	0	0	168	191	177	0	0	0	0	0	0	190	105	112	134	194	0	0	93	0
TEX2	110.250000	0	1047	0	0	0	0	0	1331	862	0	0	0	0	0	0	255	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	115	0	0	158	0	0	0	0
NXNL2	110.250000	0	1423	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	424	307	0	0	0	153	0	0	0	0	0	0	0	0	392	293	147	147	397	421	0	158	0
DST	110.200000	0	347	0	0	0	0	0	752	811	0	0	0	0	0	0	270	280	0	188	197	0	0	0	0	0	0	0	0	0	0	0	0	414	188	0	105	453	288	115	0	0
TNRC18	109.950000	97	602	0	0	0	0	0	387	355	0	0	0	0	0	0	0	0	141	413	376	0	0	0	172	0	0	0	0	0	0	0	0	184	0	0	0	737	341	314	279	0
P4HTM	109.750000	120	1422	0	0	0	0	0	344	93	0	0	0	0	0	0	0	138	0	114	0	0	0	0	237	250	179	0	0	0	0	0	0	118	0	0	0	654	721	0	0	0
ASAP1	109.100000	0	146	0	0	0	0	0	1761	1769	0	0	0	0	0	0	0	688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASP7	108.700000	0	588	0	0	0	0	0	263	93	0	0	0	0	0	0	0	123	276	279	1095	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	102	0	837	0
UEVLD	108.000000	0	490	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	153	193	289	0	0	0	357	175	142	0	0	0	0	0	0	305	201	113	158	459	482	419	286	0
H3C2	107.800000	0	1205	0	0	0	0	0	230	216	0	0	0	0	0	0	121	109	260	0	0	0	0	0	0	215	256	0	0	0	0	0	0	148	129	0	92	413	166	450	302	0
DAB2	107.775000	0	477	0	0	0	0	0	344	335	0	0	0	0	0	0	0	0	0	124	113	0	0	0	199	0	0	0	0	0	0	0	0	665	669	164	171	434	275	149	192	0
ZNF169	107.750000	0	614	0	0	0	0	0	209	135	0	0	0	0	0	0	0	153	0	215	127	0	0	0	358	260	134	0	0	0	0	0	93	371	293	0	145	440	469	199	95	0
XIRP1	107.550000	0	0	0	0	0	0	0	1835	1803	0	0	0	0	0	0	219	175	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0
H2AC4	106.900000	0	1205	0	0	0	0	0	230	216	0	0	0	0	0	0	121	109	260	0	0	0	0	0	0	215	256	0	0	0	0	0	0	148	129	0	92	413	130	450	302	0
TRAPPC3	106.425000	0	698	0	0	0	0	0	900	726	0	0	0	0	0	0	195	320	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	307	257	0	85	367	239	0	0	0
RILPL1	106.325000	0	335	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	145	0	0	0	321	1133	0	0	0	0	0	0	0	0	311	198	117	174	129	147	668	488	0
CEP170B	106.150000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	784	397	388	0	0	0	866	0	0	0	0	0	0	0	0	403	345	165	127	0	0	410	361	0
DLX4	106.025000	121	1009	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	289	429	0	0	0	173	153	0	0	0	0	0	0	0	161	151	0	0	341	427	329	496	0
CDK19	105.900000	0	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	156	0	0	0	159	87	0	0	0	0	0	0	0	771	816	363	516	366	337	123	0	0
AMD1	105.900000	0	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	156	0	0	0	159	87	0	0	0	0	0	0	0	771	816	363	516	366	337	123	0	0
IL7R	105.700000	0	0	0	0	0	0	0	1691	1621	0	0	0	0	0	0	0	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	515	0	0	0	0
RPS7	105.600000	0	0	0	0	0	0	0	1079	765	0	0	0	0	0	0	262	381	0	0	0	0	0	180	190	293	144	0	0	0	0	0	0	0	0	0	0	513	417	0	0	0
SLC25A25	105.500000	0	613	0	0	0	0	0	601	484	0	0	0	0	0	0	237	343	280	0	0	0	0	0	0	153	0	0	0	0	0	0	0	396	299	167	134	109	0	228	176	0
GSE1	105.500000	0	595	0	0	0	0	0	462	228	0	0	0	0	0	0	0	0	147	0	141	0	0	0	202	0	0	0	0	0	0	0	0	266	314	0	0	592	545	365	363	0
BIRC2	105.400000	0	0	0	0	0	0	0	1005	1014	0	0	0	0	0	0	144	176	0	0	0	0	0	0	116	122	156	0	0	0	0	0	0	0	0	0	0	766	717	0	0	0
SFTPD	104.525000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	572	1689	0	0	0	0	0	0	0	0	849	579	260	232	0	0	0	0	0
PDCD6IP	104.225000	122	983	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	140	139	0	0	0	400	263	0	0	0	0	0	0	0	468	277	129	246	235	382	124	114	0
CLU	104.175000	275	1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	324	0	0	0	383	160	0	0	0	0	0	0	0	141	150	0	69	352	498	286	166	0
GUCA2A	103.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	697	509	0	0	0	0	0	0	0	0	0	0	0	0	1118	694	411	459	0	0	0	268	0
ROCK2	103.375000	134	1054	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	128	195	255	0	0	0	575	287	0	0	0	0	0	0	0	255	255	73	76	188	183	198	107	0
