Target_genes	FOXO1|Average	SRX1012536|B-Lymphocytes	SRX1012537|B-Lymphocytes	SRX7587157|Chondrocytes	SRX7587158|Chondrocytes	SRX7587159|Chondrocytes	SRX1048948|Endometrial_stromal_cells	SRX3230384|Hep_G2	SRX359830|LoVo	SRX5771936|OCI-LY1	SRX1735651|Pre-leukemia_stem_cells	STRING
AP2M1	34.6	0	0	0	0	0	0	0	0	0	346	0
AP2S1	18.2	0	0	0	0	0	0	104	0	0	78	0
AP3B1	7.9	0	0	0	0	0	79	0	0	0	0	0
AP3D1	60.7	0	0	0	0	0	0	0	0	0	607	0
AP3M1	42	0	0	0	0	0	0	0	0	0	420	0
AP3M2	29.4	0	0	0	0	0	0	0	0	0	294	0
AP3S1	64	0	0	0	0	0	0	0	0	0	640	0
AP3S2	34.6	0	0	0	0	0	173	0	0	0	173	0
AP4B1	52.1	0	0	0	0	0	0	0	0	0	521	0
AP4E1	14.4	0	0	0	0	0	0	0	0	0	144	0
AP4M1	101	190	0	0	0	0	273	0	0	0	547	0
AP4S1	17.5	0	0	0	0	0	0	0	0	0	175	0
AP5B1	88.3	0	0	0	0	0	0	0	0	0	883	0
AP5S1	36.6	0	0	0	0	0	108	0	0	0	258	0
AP5Z1	11.8	0	0	0	0	0	118	0	0	0	0	0
APAF1	33.7	0	0	0	0	0	93	0	0	0	244	0
APBA1	19.3	0	0	0	0	0	0	0	0	0	193	0
APBA2	16.2	0	0	0	0	0	0	0	0	0	162	0
APBA3	28.3	0	0	0	0	0	0	0	0	0	283	0
APBB1	13	0	0	0	0	0	0	0	0	0	130	0
APBB1IP	48.3	183	0	0	0	0	0	0	0	0	300	0
APBB2	76.6	0	0	0	0	0	0	0	0	0	766	0
APBB3	124.2	0	0	0	0	0	163	0	0	0	1079	0
APC	26.5	0	0	0	0	0	0	0	0	0	265	0
APCDD1	20	0	0	0	0	0	0	0	0	0	200	0
APEX1	53.6	0	0	0	0	0	0	122	0	0	414	0
APH1A	8.5	0	0	0	0	0	0	0	0	0	85	0
APH1B	84	0	0	0	0	0	0	0	0	0	840	0
API5	136.3	0	0	0	0	0	153	0	0	0	1210	0
APIP	20.7	0	0	0	0	0	0	0	0	0	207	0
APLN	38.7	0	0	0	0	0	0	0	0	0	387	0
APLP1	10.7	0	0	0	0	0	0	0	0	0	107	0
APLP2	73.6	0	0	0	0	0	0	0	0	0	736	0
APMAP	129.2	0	0	0	0	0	0	0	0	0	1292	0
APOA1	21.1	0	0	0	0	0	0	211	0	0	0	0
APOA2	47.7	0	0	0	0	0	0	477	0	0	0	0
APOB	65.9	0	0	0	0	0	0	659	0	0	0	0
APOBEC3D	19.2	0	0	0	0	0	0	0	0	0	192	0
APOBEC3F	15.1	0	0	0	0	0	0	0	0	0	151	0
APOBEC3G	10.7	0	0	0	0	0	0	0	0	0	107	0
APOBEC3H	10.8	0	0	0	0	0	0	0	0	0	108	0
APOBR	101.4	0	0	0	0	0	0	0	0	0	1014	0
APOC2	18.5	0	0	0	0	0	0	0	0	0	185	0
APOD	34.4	0	0	0	0	0	344	0	0	0	0	0
APOH	11.2	0	0	0	0	0	0	112	0	0	0	0
APOL1	11.6	0	0	0	0	0	0	116	0	0	0	0
APOL2	73	0	0	0	0	0	458	108	0	0	164	0
APOLD1	70.1	0	0	0	0	0	105	0	0	0	596	0
APOM	74.1	0	0	0	0	0	108	349	0	0	284	0
APOO	64.9	0	0	0	0	0	0	0	0	0	649	0
APOOL	16.4	0	0	0	0	0	0	0	0	0	164	0
APP	21.5	0	0	0	0	0	215	0	0	0	0	0
APPL1	120.6	0	0	0	0	0	0	0	0	0	1206	0
APPL2	110.8	0	0	0	0	0	254	0	0	0	854	0
APTX	35.8	0	0	0	0	0	247	0	0	0	111	0
AQP11	43.6	0	0	0	0	0	0	0	0	0	436	0
AQP3	52.2	0	0	0	0	0	0	0	0	0	522	0
AQR	28.9	0	0	0	0	0	133	156	0	0	0	0
ARAF	50.4	0	0	0	0	0	0	0	0	0	504	0
ARAP1	60.5	0	0	0	0	0	0	0	0	0	605	0
ARAP2	48.4	0	0	0	0	0	0	0	0	0	484	0
ARAP3	15.4	0	0	0	0	0	0	0	0	0	154	0
ARCN1	14.5	0	0	0	0	0	0	0	0	0	145	0
AREL1	8.6	0	0	0	0	0	86	0	0	0	0	0
ARF1	12.1	0	0	0	0	0	0	0	0	0	121	0
ARF3	65.3	0	0	0	0	0	0	0	0	0	653	0
ARF4	25.9	0	0	0	0	0	116	0	0	0	143	0
ARF6	35.2	0	0	0	0	0	0	0	0	0	352	0
ARFGAP1	10.6	0	0	0	0	0	0	0	0	0	106	0
ARFGAP2	24.7	0	0	0	0	0	0	0	0	0	247	0
ARFGAP3	35.9	0	0	0	0	0	0	0	0	0	359	0
ARFGEF1	109.3	0	0	0	0	0	0	0	0	0	1093	0
ARFGEF2	11.5	0	0	0	0	0	0	0	0	0	115	0
ARFGEF3	28.1	0	0	0	0	0	0	0	0	0	281	0
ARFIP1	56	0	0	0	0	0	158	266	0	0	136	0
ARFIP2	11.3	0	0	0	0	0	113	0	0	0	0	0
ARFRP1	248.9	0	0	0	0	0	140	160	0	0	2189	0
ARG1	31.5	0	0	0	0	0	0	315	0	0	0	0
ARGLU1	11.8	0	0	0	0	0	0	0	0	0	118	0
ARHGAP1	106.3	0	0	0	0	0	0	0	0	0	1063	0
ARHGAP10	34.2	0	0	0	0	0	0	0	0	0	342	0
ARHGAP12	28	0	0	0	0	0	0	0	0	0	280	0
ARHGAP15	8.2	0	0	0	0	0	0	0	0	0	82	0
ARHGAP17	48.2	0	0	0	0	0	0	0	0	0	482	0
ARHGAP19	16.4	0	0	0	0	0	0	0	0	0	164	0
ARHGAP21	36.5	0	0	0	0	0	0	0	0	0	365	0
ARHGAP22	104.2	0	0	0	0	0	0	0	0	0	1042	0
ARHGAP23	61.3	0	0	0	0	0	0	0	0	0	613	0
ARHGAP24	100.6	105	0	0	0	0	257	0	0	0	644	0
ARHGAP25	214.5	511	188	0	0	0	0	0	0	0	1446	0
ARHGAP27	45	0	0	0	0	0	0	0	0	0	450	0
ARHGAP28	72.3	0	0	0	0	0	723	0	0	0	0	0
ARHGAP29	175.1	0	0	0	0	0	0	0	0	0	1751	0
ARHGAP30	99.8	0	0	0	0	0	0	0	0	0	998	0
ARHGAP31	96.9	0	0	0	0	0	0	0	0	0	969	0
ARHGAP35	11	0	0	0	0	0	0	0	0	0	110	0
ARHGAP39	56.3	0	0	0	0	0	89	0	0	0	474	0
ARHGAP4	163	0	0	0	0	0	0	0	0	0	1630	0
ARHGAP45	48.4	117	0	0	0	0	0	0	0	0	367	0
ARHGAP5	24.7	0	0	0	0	0	0	0	0	0	247	0
ARHGAP6	31.6	0	0	0	0	0	0	0	0	0	316	0
ARHGAP9	101.9	0	0	0	0	0	156	764	0	0	99	0
ARHGDIA	31.1	0	0	0	0	0	0	0	0	0	311	0
ARHGDIG	17.9	0	0	0	0	0	0	0	0	0	179	0
ARHGEF1	389.5	0	0	0	0	0	1112	2534	0	0	249	0
ARHGEF10	9.9	0	0	0	0	0	0	0	0	0	99	0
ARHGEF11	80.3	0	0	0	0	0	0	0	0	0	803	0
ARHGEF12	39.6	0	0	0	0	0	0	0	0	0	396	0
ARHGEF16	86.9	0	0	0	0	0	0	0	0	0	869	0
ARHGEF17	63.4	0	0	0	0	0	109	0	0	0	525	0
ARHGEF18	28.7	0	0	0	0	0	0	0	0	0	287	0
ARHGEF26	11	0	0	0	0	0	0	0	0	0	110	0
ARHGEF37	22.9	0	0	0	0	0	0	0	0	0	229	0
ARHGEF39	52	0	0	0	0	0	0	0	0	0	520	0
ARHGEF4	19	0	0	0	0	0	0	0	0	0	190	0
ARHGEF40	37.4	0	0	0	0	0	0	0	0	0	374	0
ARHGEF6	98.9	0	0	0	0	0	467	0	0	0	522	0
ARHGEF7	97.2	0	0	0	0	0	0	0	0	0	972	0
ARHGEF9	34.1	0	0	0	0	0	0	0	0	0	341	0
ARID1A	19.5	0	0	0	0	0	0	0	0	0	195	0
ARID1B	136.9	0	0	0	0	0	0	0	0	0	1369	0
ARID2	46.5	0	0	0	0	0	113	0	0	0	352	0
ARID3A	37.1	266	105	0	0	0	0	0	0	0	0	0
ARID3B	75.2	0	0	0	0	0	0	0	0	0	752	0
ARID4A	10	0	0	0	0	0	0	0	0	0	100	0
ARID4B	23.3	0	0	0	0	0	0	0	0	0	233	0
ARID5A	158.3	0	0	0	0	0	0	0	0	0	1583	0
ARID5B	48.8	0	0	0	0	0	354	134	0	0	0	0
ARIH1	82.2	243	154	0	0	0	118	0	0	0	307	0
ARIH2	57.6	0	0	0	0	0	80	0	0	0	496	0
ARL10	10.7	0	0	0	0	0	0	0	0	0	107	0
ARL13B	10.9	0	0	0	0	0	0	0	0	0	109	0
ARL14EP	275.5	0	0	0	0	0	235	2359	0	0	161	0
ARL15	15.9	0	0	0	0	0	0	0	0	0	159	0
ARL2	13.2	0	0	0	0	0	0	0	0	0	132	0
ARL2BP	67.3	0	0	0	0	0	0	0	0	0	673	0
ARL3	14.8	0	0	0	0	0	0	0	0	0	148	0
ARL4A	99	0	0	0	0	0	0	0	0	0	990	0
ARL4C	31.5	0	0	0	0	0	0	0	0	0	315	0
ARL4D	26.6	0	0	0	0	0	0	0	0	0	266	0
ARL5A	29.5	0	0	0	0	0	0	0	0	0	295	0
ARL5B	26.9	0	0	0	0	0	0	0	0	0	269	0
ARL6IP1	94.9	0	0	0	0	0	0	92	0	0	857	0
ARL6IP4	63.8	0	0	0	0	0	0	0	0	0	638	0
ARL6IP6	99.3	0	0	0	0	0	0	0	0	0	993	0
ARL8A	9.8	0	0	0	0	0	0	0	0	0	98	0
ARL8B	12.4	0	0	0	0	0	124	0	0	0	0	0
ARMC1	7.5	0	0	0	0	0	75	0	0	0	0	0
ARMC10	60.2	0	0	0	0	0	0	0	0	0	602	0
ARMC2	103.9	0	0	0	0	0	0	0	0	0	1039	0
ARMC4	19.4	0	0	0	0	0	0	0	0	0	194	0
ARMC5	128.1	0	0	0	0	0	0	0	0	0	1281	0
ARMC6	55.3	0	0	0	0	0	0	0	0	0	553	0
ARMC8	17.8	0	0	0	0	0	0	0	0	0	178	0
ARMC9	42	0	0	0	0	0	0	0	0	0	420	0
ARMCX5-GPRASP2	12.5	0	0	0	0	0	0	0	0	0	125	0
ARMH1	31	0	0	0	0	0	92	0	0	0	218	0
ARMH3	21.2	0	0	0	0	0	0	0	0	0	212	0
ARMH4	45.3	0	0	0	0	0	0	0	0	0	453	0
ARMT1	175.3	88	0	0	0	0	227	0	0	0	1438	0
ARNT	106.6	0	0	0	0	0	0	0	0	0	1066	0
ARNTL	39.4	0	0	0	0	0	0	0	0	0	394	0
ARNTL2	74.4	0	0	0	0	0	0	0	0	0	744	0
ARPC1B	66.9	0	0	0	0	0	0	0	0	0	669	0
ARPC2	84.1	0	0	0	0	0	0	0	0	0	841	0
ARPC3	13	0	0	0	0	0	0	0	0	0	130	0
ARPC4	26.3	0	0	0	0	0	0	0	0	0	263	0
ARPC4-TTLL3	26.3	0	0	0	0	0	0	0	0	0	263	0
ARPC5	11.1	0	0	0	0	0	0	0	0	0	111	0
ARPC5L	18.5	0	0	0	0	0	0	0	0	0	185	0
ARPP19	29.7	0	0	0	0	0	0	0	0	0	297	0
ARPP21	18.4	0	0	0	0	0	0	0	0	0	184	0
ARRB1	54.3	0	0	0	0	0	0	0	0	0	543	0
ARRB2	20.8	0	0	0	0	0	0	0	0	0	208	0
ARRDC1	20.6	0	0	0	0	0	0	0	0	0	206	0
ARRDC2	37.9	0	0	0	0	0	0	0	0	0	379	0
ARRDC3	181	331	315	0	136	145	362	186	0	228	107	0
ARRDC4	30.9	0	0	0	0	0	210	0	0	0	99	0
ARSA	53.9	0	0	0	0	0	0	0	0	0	539	0
ARSB	95.8	0	0	0	0	0	0	383	0	0	575	0
ARSG	208.6	162	0	0	0	0	0	0	0	0	1924	0
ARSK	28.8	0	0	0	0	0	0	0	0	0	288	0
ASAP2	19.2	0	0	0	0	0	0	0	0	0	192	0
ASB1	78.7	0	0	0	0	0	0	0	0	0	787	0
ASB16	28.6	0	0	0	0	0	286	0	0	0	0	0
ASB2	13.1	131	0	0	0	0	0	0	0	0	0	0
ASB3	16.4	0	0	0	0	0	164	0	0	0	0	0
ASB6	55.7	0	0	0	0	0	0	445	0	0	112	0
ASB8	90.9	0	0	0	0	0	280	89	0	0	540	0
ASCC1	19.9	0	0	0	0	0	0	0	0	0	199	0
ASCC2	41.4	0	0	0	0	0	0	0	0	0	414	0
ASCL1	70.9	0	0	0	0	0	0	0	0	0	709	0
ASDURF	62.1	0	108	0	0	0	294	219	0	0	0	0
ASF1A	26.4	0	0	0	0	0	0	0	0	0	264	0
ASF1B	14.3	0	0	0	0	0	0	0	0	0	143	0
ASGR1	9.5	0	0	0	0	0	0	95	0	0	0	0
ASGR2	139.9	0	0	0	0	0	0	187	0	0	1212	0
ASH1L	115	0	0	0	0	0	0	0	0	0	1150	0
ASH2L	95.1	0	0	0	0	0	0	0	0	0	951	0
ASIC1	14.8	0	0	0	0	0	0	0	0	0	148	0
ASIC4	59.5	0	0	0	0	0	0	0	0	0	595	0
ASL	21.7	0	0	0	0	0	0	0	0	0	217	0
ASMTL	118.3	0	0	0	0	0	0	0	0	0	1183	0
ASNS	220.5	0	0	0	0	0	0	0	0	0	2205	0
ASNSD1	62.1	0	108	0	0	0	294	219	0	0	0	0
ASPA	39.3	0	0	0	0	0	223	170	0	0	0	0
ASPH	21.1	0	0	0	0	0	0	0	0	0	211	0
ASPHD2	12.2	0	0	0	0	0	0	0	0	0	122	0
ASPSCR1	38.9	0	0	0	0	0	135	0	0	0	254	0
ASRGL1	12.2	0	0	0	0	0	0	0	0	0	122	0
ASS1	15.4	0	0	0	0	0	0	0	0	0	154	0
ASTE1	128.4	0	0	0	0	0	0	0	0	0	1284	0
ASTN2	16.8	0	0	0	0	0	0	0	0	0	168	0
ASXL1	32.3	0	0	0	0	0	153	0	0	0	170	0
ASXL2	85.2	0	0	0	0	0	0	0	0	0	852	0
ATAD1	11.9	0	0	0	0	0	0	0	0	0	119	0
ATAD2	25.8	0	0	0	0	0	0	0	0	0	258	0
ATAD2B	84.2	0	0	0	0	0	0	382	0	0	460	0
ATE1	29.4	0	0	0	0	0	0	0	0	0	294	0
ATF1	80	0	0	0	0	0	0	0	0	0	800	0
ATF2	16	0	0	0	0	0	0	0	0	0	160	0
ATF3	71.9	0	0	0	0	0	412	0	0	0	307	0
ATF4	56	0	0	0	0	0	0	0	0	0	560	0
ATF6	41.4	102	0	0	0	0	146	166	0	0	0	0
ATF7IP	153.4	0	0	0	0	0	240	0	0	0	1294	0
ATG10	47.4	0	0	0	0	0	0	0	0	0	474	0
ATG101	232.6	0	0	0	0	0	282	1598	0	0	446	0
ATG12	64	0	0	0	0	0	0	0	0	0	640	0
ATG13	24.1	0	0	0	0	0	80	0	0	0	161	0
ATG14	8.5	0	0	0	0	0	85	0	0	0	0	0
ATG16L1	15.3	0	0	0	0	0	153	0	0	0	0	0
ATG16L2	20.7	0	0	0	0	0	0	0	0	0	207	0
ATG3	9.3	0	0	0	0	0	93	0	0	0	0	0
ATG4B	98.8	0	0	0	0	0	0	0	0	0	988	0
ATG4C	105	0	0	0	0	0	0	0	0	0	1050	0
ATG4D	17.6	0	0	0	0	0	0	0	0	0	176	0
ATG5	51.8	0	0	0	0	0	115	0	0	0	403	0
ATG7	36.4	0	0	0	0	0	0	0	0	0	364	0
ATIC	9.4	0	0	0	0	0	0	0	0	0	94	0
ATL1	72.2	0	0	0	0	0	0	0	0	0	722	0
ATL2	127.8	0	0	0	0	0	0	0	0	0	1278	0
ATL3	20.3	0	0	0	0	0	0	0	0	0	203	0
ATM	45.7	0	0	0	0	0	0	0	0	0	457	0
ATMIN	30.3	0	0	0	0	0	0	0	0	0	303	0
ATN1	19.3	0	0	0	0	0	0	0	0	0	193	0
ATOX1	25.1	0	0	0	0	0	0	0	0	0	251	0
ATP10A	28.5	0	0	0	0	0	0	0	0	0	285	0
ATP11A	53.2	0	0	0	0	0	0	0	0	0	532	0
ATP11B	70.5	0	0	0	0	0	0	0	0	0	705	0
ATP11C	23.8	0	0	0	0	0	0	0	0	0	238	0
ATP12A	67.5	0	0	0	0	0	0	0	0	0	675	0
ATP13A1	18.3	0	0	0	0	0	0	0	0	0	183	0
ATP13A2	39.3	0	0	0	0	0	0	0	0	0	393	0
ATP13A3	47.3	0	0	0	0	0	0	0	0	0	473	0
ATP1A1	21.5	0	0	0	0	0	0	0	0	0	215	0
ATP1A3	36.5	0	0	0	0	0	0	0	0	0	365	0
ATP1B1	114.7	0	0	0	0	0	0	0	0	0	1147	0
ATP1B3	75.6	0	0	0	0	0	589	0	0	0	167	0
ATP23	55.9	0	0	0	0	0	0	0	0	0	559	0
ATP2A1	57.6	0	0	0	0	0	0	0	0	0	576	0
ATP2A2	68	0	0	0	0	0	0	0	0	0	680	0
ATP2A3	81.5	92	0	0	0	0	0	0	0	0	723	0
ATP2B1	125.4	0	0	0	0	0	0	0	0	0	1254	0
ATP2B4	120.3	0	0	0	0	0	0	0	0	0	1203	0
ATP2C1	21.5	0	0	0	0	0	0	0	0	0	215	0
ATP5F1B	64.4	0	0	0	0	0	0	0	0	0	644	0
ATP5F1C	39.5	0	0	0	0	0	0	0	0	0	395	0
ATP5F1D	11	0	0	0	0	0	0	0	0	0	110	0
ATP5F1E	44.2	0	0	0	0	0	0	0	0	0	442	0
ATP5MC1	41.9	0	0	0	0	0	98	321	0	0	0	0
ATP5MC2	101.1	0	0	0	0	0	179	360	0	0	472	0
ATP5MC3	14.5	0	0	0	0	0	0	145	0	0	0	0
ATP5MD	91.9	0	0	0	0	0	0	0	0	0	919	0
ATP5ME	22	0	0	0	0	0	121	0	0	0	99	0
ATP5MF	10	0	0	0	0	0	0	100	0	0	0	0
ATP5MF-PTCD1	10	0	0	0	0	0	0	100	0	0	0	0
ATP5MG	8.1	0	0	0	0	0	0	0	0	0	81	0
ATP5MPL	104	0	0	0	0	0	237	803	0	0	0	0
ATP5PD	58.3	0	0	0	0	0	0	0	0	0	583	0
ATP5PF	20.1	0	0	0	0	0	111	0	0	0	90	0
ATP6AP1	45	0	0	0	0	0	0	0	0	0	450	0
ATP6AP1L	16	0	0	0	0	0	0	0	0	0	160	0
ATP6AP2	20	0	0	0	0	0	0	0	0	0	200	0
ATP6V0A1	168.1	0	0	0	0	0	0	0	0	0	1681	0
ATP6V0A2	110.8	0	0	0	0	0	0	0	0	0	1108	0
ATP6V0B	18.9	0	0	0	0	0	0	0	0	0	189	0
ATP6V0C	132.8	0	0	0	0	0	0	0	0	0	1328	0
ATP6V0D1	31.6	0	0	0	0	0	94	0	0	0	222	0
ATP6V1A	10.4	0	0	0	0	0	0	0	0	0	104	0
ATP6V1B2	21.2	0	0	0	0	0	0	0	0	0	212	0
ATP6V1C1	10.8	0	0	0	0	0	0	0	0	0	108	0
ATP6V1D	82.7	0	0	0	0	0	0	827	0	0	0	0
ATP6V1H	16	0	0	0	0	0	0	0	0	0	160	0
ATP7A	26.3	0	0	0	0	0	0	0	0	0	263	0
ATP7B	13.7	0	0	0	0	0	0	0	0	0	137	0
ATP8A1	208.1	144	0	0	0	0	0	0	0	0	1937	0
ATP8B2	33.5	0	0	0	0	0	0	0	0	0	335	0
ATP8B3	12.3	0	0	0	0	0	0	0	0	0	123	0
ATP9B	213.2	0	0	0	0	0	456	0	0	0	1676	0
ATPAF1	169.3	0	0	0	0	0	0	0	0	0	1693	0
ATPSCKMT	19.5	0	0	0	0	0	0	0	0	0	195	0
ATR	56.4	0	0	0	0	0	213	0	0	0	351	0
ATRAID	11.5	0	0	0	0	0	0	0	0	0	115	0
ATRN	110.1	0	0	0	0	0	0	0	0	0	1101	0
ATRNL1	7.6	0	0	0	0	0	0	0	0	0	76	0
ATRX	22.4	0	0	0	0	0	0	0	0	0	224	0
ATXN1	29.1	0	0	0	0	0	0	0	0	0	291	0
ATXN10	15.9	0	0	0	0	0	0	0	0	0	159	0
ATXN1L	20.6	0	0	0	0	0	0	0	0	0	206	0
ATXN2	35.2	0	0	0	0	0	0	0	0	0	352	0
ATXN2L	54.3	0	0	0	0	0	188	0	0	0	355	0
ATXN3	23.7	0	0	0	0	0	0	237	0	0	0	0
ATXN7	85.9	0	0	0	0	0	0	0	0	0	859	0
ATXN7L1	34.3	0	0	0	0	0	0	0	0	0	343	0
ATXN7L2	11	0	0	0	0	0	0	0	0	0	110	0
AUH	84.4	0	0	0	0	0	170	0	0	0	674	0
AUNIP	10.7	0	0	0	0	0	107	0	0	0	0	0
AURKA	76.4	0	0	0	0	0	330	152	0	0	282	0
AURKAIP1	50.4	0	0	0	0	0	269	107	0	0	128	0
AURKB	18	0	0	0	0	0	0	180	0	0	0	0
AUTS2	22.5	0	0	0	0	0	0	0	0	0	225	0
AVEN	45.8	0	0	0	0	0	0	0	0	0	458	0
AVIL	23.8	0	0	0	0	0	0	0	0	0	238	0
AVL9	85.2	0	0	0	0	0	0	0	0	0	852	0
AVPI1	77	0	0	0	0	0	173	0	0	0	597	0
AVPR1A	17.2	0	0	0	0	0	0	0	0	0	172	0
AVPR1B	18.8	0	0	0	0	0	0	0	0	0	188	0
AVPR2	11.2	0	0	0	0	0	0	0	0	0	112	0
AXL	48	0	0	0	0	0	232	0	0	0	248	0
AZI2	12	0	0	0	0	0	0	0	0	0	120	0
AZIN1	101.6	0	0	0	0	0	0	0	0	0	1016	0
AZIN2	7.5	0	0	0	0	0	0	0	0	0	75	0
B3GALNT1	15.5	0	0	0	0	0	0	0	0	0	155	0
B3GALNT2	120.2	0	0	0	0	0	0	0	0	0	1202	0
B3GALT4	59.6	0	0	0	0	0	0	0	0	0	596	0
B3GALT6	59.9	0	0	0	0	0	0	0	0	0	599	0
B3GAT3	11.9	0	0	0	0	0	0	0	0	0	119	0
B3GLCT	34.8	0	0	0	0	0	0	0	0	0	348	0
B3GNT2	28.4	0	0	0	0	0	0	0	0	0	284	0
B3GNT4	18.4	0	0	0	0	0	0	0	0	0	184	0
B3GNT5	53.7	0	0	0	0	0	0	0	0	0	537	0
B3GNT8	13.5	0	0	0	0	0	0	0	0	0	135	0
B3GNTL1	24.2	0	0	0	0	0	0	0	0	0	242	0
B4GALNT1	21.3	0	0	0	0	0	0	0	0	0	213	0
B4GALT1	142.3	0	0	0	0	0	0	0	0	0	1423	0
B4GALT5	30.3	0	0	0	0	0	0	0	0	0	303	0
B4GALT6	77.9	0	0	0	0	0	0	0	0	0	779	0
B4GALT7	120.6	0	0	0	0	0	140	0	0	0	1066	0
B4GAT1	57.5	0	0	0	0	0	0	0	0	0	575	0
B9D1	176.8	0	0	0	0	0	133	575	0	0	1060	0
B9D2	20.2	0	0	0	0	0	0	0	0	0	202	0
BAALC	25.2	0	0	0	0	0	0	0	0	0	252	0
BABAM1	11.6	0	0	0	0	0	116	0	0	0	0	0
BABAM2	49.6	0	0	0	0	0	329	0	0	0	167	0
BACE1	32.6	0	0	0	0	0	0	0	0	0	326	0
BACH1	114.3	0	0	0	0	0	244	0	0	0	899	0
BACH2	46.4	0	0	0	0	0	242	0	0	0	222	0
BAD	9	0	0	0	0	0	0	0	0	0	90	0
BAG1	54.3	0	0	0	0	0	116	0	0	0	427	0
BAG2	69.8	0	0	0	0	0	0	0	0	0	698	0
BAG3	54.9	0	0	0	0	0	0	0	0	0	549	0
BAG4	28.5	0	0	0	0	0	0	0	0	0	285	0
BAG5	45.2	0	0	0	0	0	0	0	0	0	452	0
BAG6	39.2	0	0	0	0	0	108	0	0	0	284	0
BAHCC1	46.7	0	0	116	0	0	351	0	0	0	0	0
BAHD1	19.9	0	0	0	0	0	0	0	0	0	199	0
BAIAP2	23.5	0	0	0	0	0	0	0	0	0	235	0
BAK1	20.2	0	0	0	0	0	0	202	0	0	0	0
BANF1	170.3	0	0	0	0	0	133	197	0	0	1373	0
BANK1	58	241	0	0	0	0	0	0	0	0	339	0
BANP	35.8	0	0	0	0	0	141	0	0	0	217	0
BAP1	28.9	0	0	0	0	0	0	0	0	0	289	0
BARHL1	61.4	0	0	0	0	0	138	0	0	0	476	0
BARHL2	27.1	0	0	0	0	0	0	0	0	0	271	0
BASP1	11.4	0	0	0	0	0	0	0	0	0	114	0
BATF	19.7	0	0	0	0	0	0	0	0	0	197	0
BATF3	43.4	0	0	0	0	0	0	0	0	0	434	0
BAZ1A	30.6	0	0	0	0	0	0	0	0	0	306	0
BAZ1B	22.4	0	0	0	0	0	0	0	0	0	224	0
BAZ2A	97.7	0	0	0	0	0	201	92	0	0	684	0
BAZ2B	18.8	0	0	0	0	0	0	0	0	0	188	0
BBC3	82.2	133	0	0	0	0	0	0	0	0	689	0
BBIP1	89.9	0	0	0	0	0	0	740	0	0	159	0
BBOF1	141.4	0	0	0	0	0	0	0	0	0	1414	0
BBS1	9.5	0	0	0	0	0	95	0	0	0	0	0
BBS10	17.3	0	0	0	0	0	0	0	0	0	173	0
BBS2	222.6	0	0	0	0	0	0	0	0	0	2226	0
BBS4	27.6	0	0	0	0	0	0	0	0	0	276	0
BBS5	16.4	0	0	0	0	0	164	0	0	0	0	0
BBS9	10.4	0	0	0	0	0	104	0	0	0	0	0
BBX	22.5	0	0	0	0	0	0	0	0	0	225	0
BCAP29	62.7	0	0	0	0	0	0	0	0	0	627	0
BCAP31	97.6	0	0	0	0	0	0	0	0	0	976	0
BCAR1	9.5	0	0	0	0	0	0	0	0	0	95	0
BCAR3	145.2	0	0	0	0	0	236	0	0	0	1216	0
BCAS2	28.9	0	0	0	0	0	289	0	0	0	0	0
BCAS3	25.7	96	0	0	0	0	161	0	0	0	0	0
BCAS4	21.7	0	0	0	0	0	0	0	0	0	217	0
BCAT1	33.5	0	0	0	0	0	0	0	0	0	335	0
BCAT2	13.6	0	0	0	0	0	0	0	0	0	136	0
BCDIN3D	101.7	0	0	0	0	0	0	0	0	0	1017	0
BCKDHA	17	0	0	0	0	0	170	0	0	0	0	0
BCKDHB	108.6	0	0	0	0	0	0	0	0	0	1086	0
BCL2	41.6	0	0	0	0	0	0	0	0	0	416	0
BCL2L1	35.8	0	0	0	0	0	0	0	0	0	358	0
BCL2L11	26.5	0	0	0	0	0	0	0	0	0	265	0
BCL2L13	10.8	0	0	0	0	0	0	0	0	0	108	0
BCL3	91.9	0	0	0	0	0	0	0	0	0	919	0
BCL6	15.3	0	0	0	0	0	0	0	0	0	153	0
BCL6B	20.4	0	0	0	0	0	0	0	0	0	204	0
BCL7A	11.6	0	0	0	0	0	0	0	0	0	116	0
BCL7B	37.2	0	0	0	0	0	0	0	0	0	372	0
BCL7C	10	0	0	0	0	0	0	0	0	0	100	0
BCOR	91.4	0	0	0	0	0	0	0	0	0	914	0
BCR	113.6	0	0	0	0	0	0	0	0	0	1136	0
BCS1L	244.7	0	0	0	0	0	136	1605	0	0	706	0
BDH1	116.3	0	0	0	0	0	0	493	0	0	670	0
BDH2	9	0	0	0	0	0	90	0	0	0	0	0
BDKRB1	15.2	0	0	0	0	0	152	0	0	0	0	0
BDKRB2	15.6	0	0	0	0	0	156	0	0	0	0	0
BDP1	28.2	0	0	0	0	0	0	0	0	0	282	0
BECN1	8.5	0	0	0	0	0	0	0	0	0	85	0
BEGAIN	11.1	0	0	0	0	0	0	0	0	0	111	0
BEND3	68.3	0	0	0	0	0	0	0	0	0	683	0
BEND6	107.3	0	0	0	0	0	0	0	0	0	1073	0
BEND7	12.2	0	0	0	0	0	0	0	0	0	122	0
BEST1	16.3	0	0	0	0	0	163	0	0	0	0	0
BET1	12.6	0	0	0	0	0	126	0	0	0	0	0
BET1L	142.2	0	0	0	0	0	95	0	0	0	1327	0
